# Sensor Lenin Avenue, Кировский район, Russia (Citizen Science project sensor.community/50231)
# https://aqicn.org/station/@158917/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2022-08-14T00:00:00.000Z,0.8,3.9,2.37,1.88,2.95,0.706,110
2022-08-15T00:00:00.000Z,0.3,14.45,0.7,0.6,1,1.02,223
2022-08-16T00:00:00.000Z,0.3,3.53,1.2,0.7,1.79,0.593,277
2022-08-17T00:00:00.000Z,1.1,5.7,2.27,1.92,2.7,0.735,214
2022-08-18T00:00:00.000Z,0.5,12.27,2.42,1.49,3.45,2.142,205
2022-08-19T00:00:00.000Z,3.05,33.29,12.05,7.45,25.75,9.411,271
2022-08-20T00:00:00.000Z,7.95,31.67,16.6,11.99,18.7,4.289,261
2022-08-21T00:00:00.000Z,0.6,17.73,5.2,3.33,8.09,3.279,245
2022-08-22T00:00:00.000Z,1.6,24,9.19,5.53,12.73,4.735,168
2022-08-23T00:00:00.000Z,0.7,17.3,4.4,2.2,9.14,4.495,253
2022-08-24T00:00:00.000Z,1.58,10.6,4.34,2.58,7.85,2.767,231
2022-08-25T00:00:00.000Z,1.4,17.87,5.6,3.6,11.53,4.564,248
2022-08-26T00:00:00.000Z,1.25,24.23,5.92,3.33,9.25,6.207,264
2022-08-27T00:00:00.000Z,0.4,8.5,1.55,0.92,2.42,1.876,269
2022-08-28T00:00:00.000Z,0.4,11.3,6.89,1.02,8.18,3.616,262
2022-08-29T00:00:00.000Z,0.88,20.9,7.35,2.92,9.8,4.861,266
2022-08-30T00:00:00.000Z,0.9,29,8.4,2.69,11.65,7.228,269
2022-08-31T00:00:00.000Z,5.3,27.13,13.71,10.31,21.95,5.95,256
2022-09-01T00:00:00.000Z,1.17,37.38,10.73,8.9,13.21,5.788,245
2022-09-02T00:00:00.000Z,0.75,32.58,3.17,2.1,24.41,11.116,249
2022-09-03T00:00:00.000Z,1.83,18.8,4.32,2.6,7,4.379,192
2022-09-04T00:00:00.000Z,2.72,8.69,4.2,3.7,5.09,1.369,142
2022-09-05T00:00:00.000Z,0.45,4.93,2.33,1.1,2.9,1.075,188
2022-09-06T00:00:00.000Z,3.4,19.75,8.71,6.3,12.83,4.33,260
2022-09-07T00:00:00.000Z,0.45,21.6,6.31,1.64,9.19,4.499,240
2022-09-08T00:00:00.000Z,0.56,3.35,1.6,1.13,2.04,0.605,192
2022-09-09T00:00:00.000Z,1.2,6.68,4,2.5,5.09,1.537,253
2022-09-10T00:00:00.000Z,1.35,34.79,5.26,2.7,10.7,8.141,256
2022-09-11T00:00:00.000Z,1.65,35.95,5.65,2.91,14.66,9.1,256
2022-09-12T00:00:00.000Z,0.3,8.23,1.05,0.73,2.4,1.461,222
2022-09-13T00:00:00.000Z,0.3,23.27,3.3,0.88,9.18,5.805,242
2022-09-14T00:00:00.000Z,0.9,41.03,10.57,4.44,20.21,10.137,253
2022-09-15T00:00:00.000Z,0.77,32.53,11.48,4.82,18.17,8.253,251
2022-09-16T00:00:00.000Z,1.4,66.31,27.92,11.38,39.83,18.22,242
2022-09-17T00:00:00.000Z,2.65,49.33,12.48,7.4,21.25,9.578,235
2022-09-18T00:00:00.000Z,6.3,33.2,17.92,10.8,24.6,7.178,126
2022-09-19T00:00:00.000Z,2.15,10.55,4.43,2.99,6.29,2.036,244
2022-09-20T00:00:00.000Z,0.75,31.42,6.95,1.9,11.7,7.62,219
2022-09-21T00:00:00.000Z,1.5,19.45,4.38,3.13,6.13,2.597,236
2022-09-22T00:00:00.000Z,0.2,23.75,3.13,1.19,5.93,2.8,248
2022-09-23T00:00:00.000Z,0.2,2.58,0.7,0.5,1.1,0.462,248
2022-09-24T00:00:00.000Z,0.5,21.75,2.47,1.57,3.9,3.779,257
2022-09-25T00:00:00.000Z,1.52,16.14,4.34,3.33,5.38,2.848,248
2022-09-26T00:00:00.000Z,0.7,17.88,3.28,1.6,4.65,2.198,238
2022-09-27T00:00:00.000Z,0.85,7.18,2.1,1.5,2.9,1.153,247
2022-09-28T00:00:00.000Z,1.3,13.52,3.8,3,5.28,2.568,237
2022-09-29T00:00:00.000Z,1.14,6.15,2.4,1.8,3.22,0.999,242
2022-09-30T00:00:00.000Z,2.25,43.47,8.26,5.9,10.7,6.171,244
2022-10-01T00:00:00.000Z,0.5,17.07,4.43,2.44,6.92,3.425,221
2022-10-02T00:00:00.000Z,1.02,29.95,5.44,3.03,12.31,7.065,152
2022-10-03T00:00:00.000Z,3.3,55.6,17.55,11.98,30.4,11.706,135
2022-10-04T00:00:00.000Z,3.17,39.13,7.96,5.15,10.47,4.769,156
2022-10-05T00:00:00.000Z,1.23,11.82,4.44,2.29,6.68,2.599,162
2022-10-06T00:00:00.000Z,0.65,29.73,7.6,2.9,13.68,7.609,258
2022-10-07T00:00:00.000Z,1.37,24.83,7.72,5.4,8.73,2.909,261
2022-10-08T00:00:00.000Z,3.9,20,5.97,4.95,7.55,2.288,262
2022-10-09T00:00:00.000Z,2.02,16.88,4.8,3.91,5.86,2.783,273
2022-10-10T00:00:00.000Z,0.7,13.15,3.4,2,5.77,2.597,263
2022-10-11T00:00:00.000Z,2.2,21.17,8.07,3.83,12.3,4.663,257
2022-10-12T00:00:00.000Z,0.7,26.88,3.03,1.65,5.8,3.605,259
2022-10-13T00:00:00.000Z,0.3,23.95,2.85,1.67,4.4,2.539,262
2022-10-14T00:00:00.000Z,0.5,19.45,2.9,1.85,3.9,4.026,250
2022-10-15T00:00:00.000Z,2.52,22.58,4.63,3.78,5.87,3.354,263
2022-10-16T00:00:00.000Z,7.03,79.56,15.55,10.07,21.3,10.673,222
2022-10-17T00:00:00.000Z,2.9,77.03,14.23,8.13,18.14,8.672,247
2022-10-18T00:00:00.000Z,2.5,14.8,5.62,4,7.25,1.961,170
2022-10-21T00:00:00.000Z,1.92,22.02,6.4,4.4,10.07,5.016,251
2022-10-22T00:00:00.000Z,2.83,13.4,5.18,3.72,9.94,3.114,267
2022-10-23T00:00:00.000Z,0.3,9.52,1.9,1.4,2.47,1.806,263
2022-10-24T00:00:00.000Z,1.35,5.95,3.05,2.6,3.78,0.882,251
2022-10-25T00:00:00.000Z,2.45,9.77,6.03,3.88,6.88,1.665,249
2022-10-26T00:00:00.000Z,2.7,17.05,8.07,5.27,13.93,4.465,256
2022-10-27T00:00:00.000Z,2.58,24.5,9.48,4.2,12.62,4.456,253
2022-10-28T00:00:00.000Z,0.6,10.3,1.97,1.43,2.95,1.537,254
2022-10-29T00:00:00.000Z,4.59,12.05,7.78,6.68,9.07,1.61,253
2022-10-30T00:00:00.000Z,1.98,28.67,7.09,5.4,9.44,3.707,242
2022-10-31T00:00:00.000Z,1.85,36.28,7.7,6.53,9.19,6.146,247
2022-11-01T00:00:00.000Z,6.55,28.08,13.93,11.59,15.48,4.461,249
2022-11-02T00:00:00.000Z,11.52,43.45,25.05,16.92,32.47,8.628,250
2022-11-03T00:00:00.000Z,3.15,27.85,13.08,8,17.88,6.299,270
2022-11-04T00:00:00.000Z,7.7,36.88,11.44,10.13,17.86,6.235,252
2022-11-05T00:00:00.000Z,2,11.02,6.13,4.42,7.82,2.252,244
2022-11-06T00:00:00.000Z,2.29,12.07,5.07,4.19,6.4,1.979,248
2022-11-07T00:00:00.000Z,1.67,11.45,4.38,3.3,5.4,2.033,262
2022-11-08T00:00:00.000Z,1.92,19.7,11.7,9.84,12.45,1.924,257
2022-11-09T00:00:00.000Z,1,13.85,5.7,2.62,6.94,2.454,249
2022-11-10T00:00:00.000Z,7.1,16.88,11.1,9.93,12.18,1.945,245
2022-11-11T00:00:00.000Z,4.22,15.88,8.16,6.8,9.07,1.657,238
2022-11-12T00:00:00.000Z,3.78,13.4,5.82,5.03,7.19,1.952,253
2022-11-13T00:00:00.000Z,1.14,9.98,3.45,2.17,5.7,2.187,247
2022-11-14T00:00:00.000Z,4.47,18.55,12.85,9.76,14.72,3.201,244
2022-11-15T00:00:00.000Z,1.7,19.2,8.3,4.59,10.68,3.851,259
2022-11-16T00:00:00.000Z,1,6.03,2.44,1.95,3.4,1.042,258
2022-11-17T00:00:00.000Z,0.6,8.75,2.63,1.94,3.87,1.612,256
2022-11-18T00:00:00.000Z,3.57,24.13,7.52,5.72,9.96,4.217,228
2022-11-19T00:00:00.000Z,1.83,14.9,8.57,6.69,10.58,2.706,237
2022-11-20T00:00:00.000Z,0.3,6.9,2.9,1.97,4.01,1.417,249
2022-11-21T00:00:00.000Z,0.45,12.35,4.57,2.6,7.93,2.92,259
2022-11-22T00:00:00.000Z,0.5,19.17,9.1,6.88,11.25,3.41,258
2022-11-23T00:00:00.000Z,0.23,6.35,1.98,1.33,2.67,1.041,254
2022-11-24T00:00:00.000Z,1.12,8.9,4.88,3.33,6.03,1.681,241
2022-11-25T00:00:00.000Z,0.2,14.3,2.45,1.25,4.65,2.202,246
2022-11-26T00:00:00.000Z,0.4,10.15,1.48,1.08,2.66,1.516,256
2022-11-27T00:00:00.000Z,0.7,11.97,5.05,2.85,7.35,2.528,263
2022-11-28T00:00:00.000Z,0.95,14.05,6.82,4.97,9.19,2.846,251
2022-11-29T00:00:00.000Z,1.8,14.05,9,7.1,10.48,2.348,214
2022-11-30T00:00:00.000Z,1.38,18.8,8.13,6.32,10.55,3.263,243
2022-12-01T00:00:00.000Z,0.6,7.82,3.13,2,4.32,1.485,224
2022-12-02T00:00:00.000Z,0.38,50.65,4.82,3.3,6.12,5.401,257
2022-12-03T00:00:00.000Z,1.3,8.94,4.84,3.83,5.93,1.396,263
2022-12-04T00:00:00.000Z,2.78,58.7,14.33,10.73,28.27,12.858,222
2022-12-05T00:00:00.000Z,5.2,102.97,26.25,19.7,39.15,15.473,252
2022-12-06T00:00:00.000Z,5.28,35.03,17.14,12.27,22.63,6.54,246
2022-12-07T00:00:00.000Z,2.58,24.38,10.33,7.45,16.2,5.074,231
2022-12-08T00:00:00.000Z,6.15,25.08,15.81,13.05,19.17,4.131,250
2022-12-09T00:00:00.000Z,4.87,39.47,15.13,11.87,18.98,5.782,239
2022-12-10T00:00:00.000Z,3.58,19,9.57,7.47,11.6,2.91,247
2022-12-11T00:00:00.000Z,0.75,55.75,5.22,4.07,7.93,10.095,248
2022-12-12T00:00:00.000Z,1.73,25.38,10.27,7.3,14.07,4.956,247
2022-12-13T00:00:00.000Z,0.28,12.68,3.45,1.57,5.2,2.434,244
2022-12-14T00:00:00.000Z,0.28,39.5,5.7,2,9.69,5.392,251
2022-12-15T00:00:00.000Z,3.05,25.52,13.6,10.06,17.19,4.271,253
2022-12-16T00:00:00.000Z,9.3,55.33,25.17,18.64,30.85,8.771,246
2022-12-17T00:00:00.000Z,5.82,86.2,37.2,30.57,47.05,12.439,242
2022-12-18T00:00:00.000Z,3.57,89.7,10.83,8.26,22.92,15.066,236
2022-12-19T00:00:00.000Z,4.97,27.9,11.8,9.84,13.92,3.155,245
2022-12-20T00:00:00.000Z,3.85,18.75,12.1,7.25,14.95,4.3,250
2022-12-21T00:00:00.000Z,5.03,19.42,10.45,8.85,11.9,2.358,246
2022-12-22T00:00:00.000Z,1.3,15.4,4.09,3.14,5.32,2.599,244
2022-12-23T00:00:00.000Z,1.38,12.1,5.35,4.23,6.8,2.158,197
2022-12-24T00:00:00.000Z,1.23,12.33,4.75,3.53,5.95,1.872,237
2022-12-25T00:00:00.000Z,4.8,11.8,7.49,6.3,8.73,1.586,248
2022-12-26T00:00:00.000Z,4.82,15.05,9.69,7.38,11.25,2.396,203
2022-12-27T00:00:00.000Z,3.95,14.63,7.54,6.65,8.34,1.571,220
2022-12-28T00:00:00.000Z,3.3,23.38,9.44,6.78,11.75,3.479,239
2022-12-29T00:00:00.000Z,3.6,16.89,6.09,5.28,7.35,1.977,242
2022-12-30T00:00:00.000Z,5.09,39.67,12.3,9.85,17.42,6.59,211
2022-12-31T00:00:00.000Z,20.67,71.47,36.1,29.19,41.91,8.225,221
2023-01-01T00:00:00.000Z,7.53,68.9,26.24,12.05,33.5,14.292,248
2023-01-02T00:00:00.000Z,4.09,17.02,9.89,8.66,11.23,1.98,252
2023-01-03T00:00:00.000Z,3.5,28.23,7.85,5.97,14.07,5.692,211
2023-01-04T00:00:00.000Z,3.28,16.92,10.38,5.93,11.9,3.434,115
2023-01-05T00:00:00.000Z,2.33,10.43,4.45,3.7,6.5,1.629,82
2023-01-06T00:00:00.000Z,2.58,16.07,6.92,5.6,8.4,2.087,230
2023-01-07T00:00:00.000Z,4.28,18.05,9,7.22,11.13,2.779,235
2023-01-08T00:00:00.000Z,2.9,19.48,7.35,5.88,12.17,3.936,264
2023-01-09T00:00:00.000Z,0.68,8.27,4.09,3,5.37,1.588,254
2023-01-10T00:00:00.000Z,0.3,12.3,3.33,2.58,4.13,1.448,262
2023-01-11T00:00:00.000Z,1.2,16.39,6.18,4.13,9.27,3.378,233
2023-01-12T00:00:00.000Z,1.52,18.32,9.03,5.05,11.52,3.899,254
2023-01-13T00:00:00.000Z,1.53,8.85,4.32,3.55,5.17,1.193,231
2023-01-14T00:00:00.000Z,1.14,20.67,2.65,2.1,3.2,1.456,257
2023-01-15T00:00:00.000Z,0.83,6.32,2.76,2.19,3.39,0.891,232
2023-01-16T00:00:00.000Z,1.05,6.7,2.8,2.15,4.19,1.283,241
2023-01-17T00:00:00.000Z,1.12,8.8,2.6,2.21,3.37,1.109,256
2023-01-18T00:00:00.000Z,1.95,15.75,6.25,4.18,8.09,2.769,209
2023-01-19T00:00:00.000Z,0.85,7.75,3.2,2.42,4.4,1.428,266
2023-01-20T00:00:00.000Z,0.4,10.82,1.75,1.1,2.47,1.297,251
2023-01-21T00:00:00.000Z,0.2,11.05,2.97,1.77,4,1.726,235
2023-01-22T00:00:00.000Z,1.17,40.58,10.91,5.93,18.77,8.908,258
2023-01-23T00:00:00.000Z,1.05,8.32,5.07,3.99,5.99,1.383,229
2023-01-24T00:00:00.000Z,0.22,33.38,2.31,1.6,4.43,2.561,258
2023-01-25T00:00:00.000Z,0.77,13.63,6.25,4.05,8.69,3.008,243
2023-01-26T00:00:00.000Z,2.29,16.1,6.83,5.77,8.57,2.962,256
2023-01-27T00:00:00.000Z,7.2,42.9,20.87,17.45,25.27,5.908,210
2023-01-28T00:00:00.000Z,7.53,29.6,17.25,12.7,20.56,4.812,260
2023-01-29T00:00:00.000Z,3.1,18.48,11.63,9.32,13.65,3.1,241
2023-01-30T00:00:00.000Z,1.98,16.39,7.85,4.42,10.13,3.332,249
2023-01-31T00:00:00.000Z,6.43,20,11.7,10.23,13.38,2.391,243
2023-02-01T00:00:00.000Z,8.43,61.83,18.47,12.77,29.75,11.446,238
2023-02-02T00:00:00.000Z,17.82,188.2,45,33.75,104.01,40.887,233
2023-02-03T00:00:00.000Z,10.18,86.77,22.99,17.98,33.96,16.715,200
2023-02-04T00:00:00.000Z,5.28,71.95,16.36,10.68,29.38,15.089,270
2023-02-05T00:00:00.000Z,11,206.38,29.65,20.39,43.25,38.289,231
2023-02-06T00:00:00.000Z,3.63,58.13,11.68,9.55,24.67,10.936,214
2023-02-07T00:00:00.000Z,8.43,63.72,29,18.59,42.88,14.19,236
2023-02-08T00:00:00.000Z,5.5,19.89,10.19,8.19,12.2,2.766,204
2023-02-09T00:00:00.000Z,4.65,28.2,11.13,8.44,14.48,4.767,226
2023-02-10T00:00:00.000Z,6.63,109.3,32.29,21.35,55,23.275,219
2023-02-11T00:00:00.000Z,3.58,46.63,23.02,17.64,31.63,8.382,215
2023-02-12T00:00:00.000Z,8.19,129.25,32.72,21.02,47.55,24.852,246
2023-02-13T00:00:00.000Z,6.03,61.5,18.47,10.07,29.7,13.262,210
2023-02-14T00:00:00.000Z,6.55,25.95,14.51,12.23,19,4.455,226
2023-02-15T00:00:00.000Z,7.75,115.25,32.15,22.83,48.2,21.168,199
2023-02-16T00:00:00.000Z,6.05,55.88,14.15,11.25,19.8,8.482,209
2023-02-17T00:00:00.000Z,3.05,15.3,6.46,5.6,8.25,2.424,206
2023-02-18T00:00:00.000Z,4.9,68.7,12.4,8.25,23.85,11.531,251
2023-02-19T00:00:00.000Z,6.2,26.23,11.04,9.68,13.1,3.765,234
2023-02-20T00:00:00.000Z,9.63,27.1,15.77,14.15,19.38,3.605,247
2023-02-21T00:00:00.000Z,15.4,45.7,22.87,20.3,28.24,6.794,256
2023-02-22T00:00:00.000Z,12.65,35.79,20.8,18.1,24.3,4.366,211
2023-02-23T00:00:00.000Z,8.27,38.53,14.07,11.26,17.55,7.238,205
2023-02-24T00:00:00.000Z,2,21.52,10.41,4.55,13.1,5.336,256
2023-02-25T00:00:00.000Z,3.15,18.03,11.49,9.56,13.45,2.988,208
2023-02-26T00:00:00.000Z,5.03,16.75,9.24,8.09,10.94,2.003,236
2023-02-27T00:00:00.000Z,2,15.63,7.05,5.45,9.52,3.042,251
2023-02-28T00:00:00.000Z,1.35,11.27,2.63,2.17,5.97,2.301,222
2023-03-01T00:00:00.000Z,4.43,31.15,7.45,6.05,12.06,6.223,256
2023-03-02T00:00:00.000Z,0.73,17.63,6.18,2.6,10.48,4.233,266
2023-03-03T00:00:00.000Z,0.43,4.97,2.1,1.73,2.64,0.707,200
2023-03-04T00:00:00.000Z,2,10.18,5.13,3.75,6.93,1.815,263
2023-03-05T00:00:00.000Z,2.45,12.02,4.43,3.4,6.28,1.846,268
2023-03-06T00:00:00.000Z,1.45,23.92,8,4.82,14.38,5.449,267
2023-03-07T00:00:00.000Z,1.42,17.57,5,3,6.4,3.365,250
2023-03-08T00:00:00.000Z,0.85,13.73,5.5,3.4,6.93,2.783,270
2023-03-09T00:00:00.000Z,0.63,58.42,4.93,3.67,8.75,11.853,219
2023-03-10T00:00:00.000Z,4.28,17.67,9.68,8.18,12.55,3.074,259
2023-03-11T00:00:00.000Z,3,9.5,5.95,4.23,7.24,1.712,265
2023-03-12T00:00:00.000Z,0.5,12.13,1.84,1.17,4.45,3.092,258
2023-03-13T00:00:00.000Z,0.3,3.5,1.13,0.73,1.54,0.551,260
2023-03-14T00:00:00.000Z,0.5,9.38,2.97,1.73,4.34,2.234,199
2023-03-15T00:00:00.000Z,2,11.7,5.72,4.65,6.7,1.753,202
2023-03-16T00:00:00.000Z,3.22,36.78,7.53,5.31,9.89,3.666,261
2023-03-17T00:00:00.000Z,1.2,17.75,3.42,2.8,5.53,2.779,261
2023-03-18T00:00:00.000Z,0.82,7.3,3.04,2.02,3.87,1.121,226
2023-03-19T00:00:00.000Z,0.4,8.25,1.45,1.08,2.33,1.712,250
2023-03-20T00:00:00.000Z,0.5,6.95,2.69,1.53,3.36,1.15,244
2023-03-21T00:00:00.000Z,1.88,12.73,3.7,2.75,4.43,1.384,259
2023-03-22T00:00:00.000Z,1.9,10.02,4.5,2.9,7.22,2.284,263
2023-03-23T00:00:00.000Z,2.25,9.15,4.9,4.25,5.85,1.315,258
2023-03-24T00:00:00.000Z,0.38,9.82,1.9,1.1,2.27,1.889,251
2023-03-25T00:00:00.000Z,2.38,17.92,7.21,5.8,10.57,3.778,250
2023-03-26T00:00:00.000Z,2.2,16.92,6.55,4,7.53,3.387,203
2023-03-27T00:00:00.000Z,3.25,16.48,7.53,6.21,12.55,3.55,229
2023-03-28T00:00:00.000Z,7.38,38.42,12.75,10.88,15.73,6.498,244
2023-03-29T00:00:00.000Z,0.3,49,2.72,1.25,13.6,12.335,214
2023-03-30T00:00:00.000Z,0.2,5.68,1.1,0.65,1.77,0.801,250
2023-03-31T00:00:00.000Z,0.2,7.05,1.02,0.64,1.88,1.317,248
2023-04-01T00:00:00.000Z,0.77,24.27,4.28,2.96,7.34,5.063,157
2023-04-02T00:00:00.000Z,1.98,9.6,3.35,2.9,3.8,0.867,223
2023-04-03T00:00:00.000Z,1.6,12.57,2.67,2.4,3,0.908,259
2023-04-04T00:00:00.000Z,0.63,16.82,2.9,2.29,3.72,1.835,275
2023-04-05T00:00:00.000Z,0.73,13.73,2.78,1.6,4.04,2.594,273
2023-04-06T00:00:00.000Z,2.6,17.57,4.15,3.72,4.63,1.134,265
2023-04-07T00:00:00.000Z,0.45,5.85,1.63,1.12,2.31,0.907,268
2023-04-08T00:00:00.000Z,0.43,5.6,1.75,1.3,2.78,0.956,275
2023-04-09T00:00:00.000Z,0.38,9.13,1.38,0.93,2.2,1.216,279
2023-04-10T00:00:00.000Z,1.5,6.45,2.83,2.33,3.7,0.915,254
2023-04-11T00:00:00.000Z,0.03,3.3,0.9,0.56,1.3,0.577,280
2023-04-12T00:00:00.000Z,0.82,3.7,2,1.52,2.4,0.571,276
2023-04-13T00:00:00.000Z,0.77,14.8,2.67,2.2,3.15,1.098,275
2023-04-14T00:00:00.000Z,0.32,8.38,1.3,0.98,1.75,0.893,274
2023-04-15T00:00:00.000Z,0.5,12.9,2.87,1.98,4.43,1.941,270
2023-04-16T00:00:00.000Z,0.55,6.6,2.2,1.45,2.63,0.913,282
2023-04-17T00:00:00.000Z,0.73,4.7,2.5,1.92,3.33,0.877,278
2023-04-18T00:00:00.000Z,1,6.82,3.13,2.6,3.85,1.065,277
2023-04-19T00:00:00.000Z,1.02,7.5,2.4,1.9,3.2,1.031,239
2023-04-20T00:00:00.000Z,0.7,5.35,1.9,1.5,2.38,0.838,283
2023-04-21T00:00:00.000Z,2.29,10.75,5.97,3.8,7.45,2.099,255
2023-04-22T00:00:00.000Z,2.65,14.38,6.12,4.78,9.43,2.972,254
2023-04-23T00:00:00.000Z,3.53,10.02,5.95,4.97,6.93,1.221,190
2023-04-24T00:00:00.000Z,0.1,8.8,3.3,0.8,4.21,1.971,277
2023-04-25T00:00:00.000Z,0.28,6.13,1.2,0.73,2.13,0.975,278
2023-04-26T00:00:00.000Z,0.3,24.15,2.94,1.1,6.93,6.551,280
2023-04-27T00:00:00.000Z,4.22,19.14,7.68,5.82,8.73,2.246,275
2023-04-28T00:00:00.000Z,0.4,13.82,8.61,4.05,10.27,4.003,196
2023-04-29T00:00:00.000Z,0.5,15.55,1.79,1.25,2.71,1.747,276
2023-04-30T00:00:00.000Z,1.55,7.82,5.09,3.75,6.1,1.454,214
2023-05-01T00:00:00.000Z,1.83,13.93,6.97,5.6,8.78,2.268,276
2023-05-02T00:00:00.000Z,1.27,15.32,4.03,3.22,6.7,2.767,274
2023-05-03T00:00:00.000Z,1.4,17.14,4.03,2.02,6.55,3.359,207
2023-05-04T00:00:00.000Z,2.42,20.92,6.2,4.03,11.09,4.622,276
2023-05-05T00:00:00.000Z,13.55,38.58,27.52,23.39,31.16,5.341,209
2023-05-06T00:00:00.000Z,10.5,33.47,18.92,16.17,26.05,6.417,276
2023-05-07T00:00:00.000Z,12,38.47,20.69,17.62,27.91,6.686,224
2023-05-08T00:00:00.000Z,12.7,37.1,27.4,20.14,31.13,6.123,274
2023-05-09T00:00:00.000Z,1.12,31.5,4.07,2.97,7.3,5.693,275
2023-05-10T00:00:00.000Z,0.52,14,2.65,1.9,5.7,3.3,277
2023-05-11T00:00:00.000Z,4,54.5,18.27,12.73,33.03,13.279,274
2023-05-12T00:00:00.000Z,0.4,18.75,2.61,1.23,4.3,2.388,280
2023-05-13T00:00:00.000Z,0.93,10.7,2.88,2,3.9,1.786,276
2023-05-14T00:00:00.000Z,1,18.38,3.13,1.6,5.05,2.86,282
2023-05-15T00:00:00.000Z,0.93,18,5.55,3.59,7.45,2.71,277
2023-05-16T00:00:00.000Z,0.55,9.07,1.99,1.23,4.55,2.198,224
2023-05-17T00:00:00.000Z,0.2,3.4,0.9,0.6,1.3,0.504,271
2023-05-18T00:00:00.000Z,0.4,18.45,2.09,1.48,4.88,3.611,274
2023-05-19T00:00:00.000Z,1.2,28.8,8.48,2.85,17.98,8.129,279
2023-05-20T00:00:00.000Z,1.1,22.65,4.74,1.9,13.18,6.981,278
2023-05-21T00:00:00.000Z,1.4,16.6,4.2,2.6,5.24,2.392,276
2023-05-22T00:00:00.000Z,1.65,12.55,4.09,2.78,6.68,2.561,260
2023-05-23T00:00:00.000Z,0.5,8.32,2.24,1.1,4.03,1.777,278
2023-05-24T00:00:00.000Z,0.3,14.23,1.17,0.77,3.28,2.629,279
2023-05-25T00:00:00.000Z,0.6,12.7,3.65,1.47,6.38,2.736,258
2023-05-26T00:00:00.000Z,1.02,21.58,2.1,1.55,3.5,3.42,219
2023-05-27T00:00:00.000Z,1.42,7.68,2.57,2.13,4.29,1.628,228
2023-05-28T00:00:00.000Z,1.48,11.75,4.07,2.67,5.64,1.888,236
2023-05-29T00:00:00.000Z,1.7,14.2,4.09,2.66,8.61,3.324,245
2023-05-30T00:00:00.000Z,2.1,14.8,5.55,3.2,7.43,3.039,268
2023-05-31T00:00:00.000Z,3,20.48,9.1,4.55,12.79,4.332,180
2023-06-01T00:00:00.000Z,3,11.95,6.65,3.95,7.4,1.911,271
2023-06-02T00:00:00.000Z,5.3,13.35,9.35,6.75,11.07,2.213,275
2023-06-03T00:00:00.000Z,7.2,40.28,11.27,9.4,17.42,7.82,230
2023-06-04T00:00:00.000Z,7.55,17.23,11.98,8.65,13.87,2.648,277
2023-06-05T00:00:00.000Z,5.28,24.3,15.5,8.72,18.55,5.537,272
2023-06-06T00:00:00.000Z,6.88,31.83,14.23,10.93,21.63,6.339,191
2023-06-07T00:00:00.000Z,6.9,22.2,10.43,9,15.47,3.966,273
2023-06-08T00:00:00.000Z,4.5,51.22,8.4,7.38,9.8,7.925,223
2023-06-09T00:00:00.000Z,1.2,28.17,4.71,2,17.35,7.825,276
2023-06-10T00:00:00.000Z,1.6,25.25,11.57,5,19.77,7.405,279
2023-06-11T00:00:00.000Z,0.98,7.7,2.72,1.5,3.97,1.6,279
2023-06-12T00:00:00.000Z,1.8,21.38,4.47,2.75,7.5,4.267,279
2023-06-13T00:00:00.000Z,0.7,17.55,3.54,2.54,5.78,3.004,276
2023-06-14T00:00:00.000Z,0.77,7.95,2.75,1.6,3.51,1.121,273
2023-06-15T00:00:00.000Z,2.2,31.8,4.46,3.8,9.76,8.285,276
2023-06-16T00:00:00.000Z,0.9,43.13,2.45,1.55,10.9,5.653,274
2023-06-17T00:00:00.000Z,2.8,19.42,6.72,4.72,10.5,4.08,279
2023-06-18T00:00:00.000Z,2.6,22.65,7.25,4.09,11.13,4.126,219
2023-06-19T00:00:00.000Z,1.38,17.38,3.5,2.29,5.21,3.239,188
2023-06-20T00:00:00.000Z,0.65,73.56,5.2,1.82,8.49,7.954,272
2023-06-21T00:00:00.000Z,2.1,12.38,5.23,4.3,6.03,1.9,276
2023-06-22T00:00:00.000Z,1.25,13.38,3.1,2.15,4.5,2.397,277
2023-06-23T00:00:00.000Z,0.2,175.15,2.85,1.4,9.69,25.204,275
2023-06-24T00:00:00.000Z,0.5,19.3,2.2,1.48,5.86,3.531,281
2023-06-25T00:00:00.000Z,0.8,12.55,2.7,1.74,7.29,3.127,281
2023-06-26T00:00:00.000Z,1.38,11.98,3.45,2.37,6.1,2.263,245
2023-06-27T00:00:00.000Z,1.67,9.43,3.41,2.54,4.88,1.445,276
2023-06-28T00:00:00.000Z,1.63,9.9,3.63,2.67,4.8,1.64,281
2023-06-29T00:00:00.000Z,1.4,5.25,3.2,2.29,3.72,0.899,281
2023-06-30T00:00:00.000Z,2.54,15.3,5.34,4.5,7,2.354,274
2023-07-01T00:00:00.000Z,2.29,27.4,5.81,3.7,14.38,6.508,186
2023-07-02T00:00:00.000Z,1.25,58.2,6.22,2.38,8.63,7.082,282
2023-07-03T00:00:00.000Z,1.9,10.45,4.97,2.87,7.31,2.409,264
2023-07-04T00:00:00.000Z,3.38,30.1,5.88,4.8,9.56,5.266,216
2023-07-05T00:00:00.000Z,3.67,18.3,7.84,5.14,11.23,3.466,260
2023-07-06T00:00:00.000Z,5.53,21.92,8.13,6.63,15.88,5.236,139
