# Sensor Lenin Avenue, Кировский район, Russia (Citizen Science project sensor.community/50231)
# https://aqicn.org/station/@158917/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2021-08-22T00:00:00.000Z,0.9,4.72,1.9,1.45,2.78,0.952,479
2021-08-23T00:00:00.000Z,1.92,19.92,7.25,3.38,9.02,3.525,522
2021-08-24T00:00:00.000Z,3.2,28.77,7.4,5.13,9.1,6.404,467
2021-08-25T00:00:00.000Z,2.1,20.23,4.9,3.09,5.92,3.074,504
2021-08-26T00:00:00.000Z,4.3,16.32,9.76,7.28,10.8,2.708,366
2021-08-27T00:00:00.000Z,5.9,42.38,13.21,8.1,23.08,9.799,384
2021-08-28T00:00:00.000Z,1.5,37.78,5.82,4.65,13.1,6.442,347
2021-08-29T00:00:00.000Z,1,20.6,7.25,4.22,10.32,3.941,367
2021-08-30T00:00:00.000Z,0.1,37.33,4.38,2.29,14.51,8.148,501
2021-08-31T00:00:00.000Z,2.08,12.77,4.68,3.92,6.18,1.632,505
2021-09-01T00:00:00.000Z,1.45,39.53,5.75,3.35,7.2,4.822,491
2021-09-02T00:00:00.000Z,0.47,33.35,9.4,3.45,13.5,6.961,498
2021-09-03T00:00:00.000Z,1.14,25.77,6.02,2.6,7.03,4.432,526
2021-09-04T00:00:00.000Z,2.4,9.23,5.59,3.9,6.95,1.742,518
2021-09-05T00:00:00.000Z,3.2,8.6,5.2,4.13,6.15,1.29,451
2021-09-06T00:00:00.000Z,5.53,21.88,9.1,7.74,11.99,4.126,445
2021-09-07T00:00:00.000Z,5.15,31.7,10.8,9.06,12.75,3.497,421
2021-09-08T00:00:00.000Z,4.45,32.38,10.48,7.63,14.54,5.38,541
2021-09-09T00:00:00.000Z,0.22,15.43,2.4,1.5,3.2,2.684,472
2021-09-10T00:00:00.000Z,1.38,8.15,2.85,2.4,3.67,1.105,527
2021-09-11T00:00:00.000Z,1.5,23.67,5.65,4.09,7.65,3.786,538
2021-09-12T00:00:00.000Z,0.4,8.3,1.9,1.25,2.67,1.38,542
2021-09-13T00:00:00.000Z,0.9,3.83,1.42,1.2,1.9,0.725,531
2021-09-14T00:00:00.000Z,0.32,24.02,3.3,2.15,10.07,6.888,549
2021-09-15T00:00:00.000Z,7,40.45,19.82,13.15,30.94,9.275,544
2021-09-16T00:00:00.000Z,2.75,25.7,6.63,4.84,12.73,5.783,524
2021-09-17T00:00:00.000Z,1.5,25.48,3.95,2.7,5.47,2.216,526
2021-09-18T00:00:00.000Z,0.93,5.82,2.5,1.8,2.92,0.73,530
2021-09-19T00:00:00.000Z,0.8,9,3.67,2.85,4.73,1.459,529
2021-09-20T00:00:00.000Z,0.15,7.93,2.8,1.13,5.2,2.29,529
2021-09-21T00:00:00.000Z,0.1,11.15,1.7,0.6,2.6,1.541,536
2021-09-22T00:00:00.000Z,0.2,26.23,3.58,1.2,6.97,4.11,523
2021-09-23T00:00:00.000Z,1.2,23.8,3.25,2.08,5.52,4.018,533
2021-09-24T00:00:00.000Z,0.7,10.19,2,1.42,3.47,1.917,514
2021-09-25T00:00:00.000Z,0.2,23.2,3.32,1.3,6.32,4.591,538
2021-09-26T00:00:00.000Z,0.3,47.33,7.75,3.67,12.95,9.089,507
2021-09-27T00:00:00.000Z,1.1,176.7,19.6,5.7,36.25,19.48,443
2021-09-28T00:00:00.000Z,2.72,85.03,23.97,7.76,40.9,22.101,536
2021-09-29T00:00:00.000Z,2.7,15.13,5.13,4.18,7.63,3.135,537
2021-09-30T00:00:00.000Z,2.29,22.67,6.85,5.78,9.68,4.217,517
2021-10-01T00:00:00.000Z,3.9,14.7,9.15,4.97,12.2,3.511,107
2021-10-03T00:00:00.000Z,0.4,12.57,3.2,1.67,4.47,2.526,390
2021-10-04T00:00:00.000Z,3.08,16.39,7.06,5.85,8.25,2.118,520
2021-10-05T00:00:00.000Z,0.65,18.75,2.5,1.7,4.5,2.457,529
2021-10-06T00:00:00.000Z,0.95,29.5,3.28,1.9,5.75,3.207,533
2021-10-07T00:00:00.000Z,1.2,7.5,3.9,2.75,4.65,1.172,535
2021-10-08T00:00:00.000Z,2.97,7.72,4.75,4.13,5.43,0.902,537
2021-10-09T00:00:00.000Z,2.4,16.3,7.18,5.2,9.3,2.494,532
2021-10-10T00:00:00.000Z,0.25,19.25,3.24,1.23,8.52,5.873,538
2021-10-11T00:00:00.000Z,0.32,11.95,2.45,1.21,4.28,2.399,517
2021-10-12T00:00:00.000Z,0.4,17.32,4.47,1.92,7.19,3.435,485
2021-10-13T00:00:00.000Z,0.56,31.65,1.5,1.17,14.48,8.834,214
2021-10-15T00:00:00.000Z,18.92,70.28,43.7,35.29,50.63,10.226,231
2021-10-16T00:00:00.000Z,7.95,214.75,40.92,26.58,100.53,56.931,523
2021-10-17T00:00:00.000Z,7.93,63.47,24.45,20.67,35.9,14.023,507
2021-10-18T00:00:00.000Z,2.78,27.3,5.7,4.8,11.39,7.032,516
2021-10-19T00:00:00.000Z,5.97,46.22,9.55,7.6,11.6,3.768,546
2021-10-20T00:00:00.000Z,4.8,39.28,12.88,10.8,15.5,5.074,527
2021-10-21T00:00:00.000Z,4.78,21.33,10.02,8.48,11.49,2.023,529
2021-10-22T00:00:00.000Z,6.38,32.29,9.05,7.53,10.52,3.016,103
2021-10-23T00:00:00.000Z,2,18,6.3,4.38,11.2,3.74,343
2021-10-24T00:00:00.000Z,4.84,21.75,8.19,7.1,9.41,3.49,528
2021-10-25T00:00:00.000Z,2.25,20.14,3.75,3.13,6.25,4.482,535
2021-10-26T00:00:00.000Z,0.1,14.5,3.67,0.6,4.9,2.573,523
2021-10-27T00:00:00.000Z,0.3,4.59,0.85,0.68,1.14,0.502,499
2021-10-28T00:00:00.000Z,1.1,6.25,3.15,2.35,3.8,1.041,501
2021-10-29T00:00:00.000Z,2.6,22.17,4.47,3.75,6.3,3.061,522
2021-10-30T00:00:00.000Z,0.4,24.4,1.25,0.95,1.88,4.998,479
2021-10-31T00:00:00.000Z,0.9,15.45,4.95,2.9,9.55,3.908,499
2021-11-01T00:00:00.000Z,0.4,14.68,3,1.5,6.78,3.175,514
2021-11-02T00:00:00.000Z,0.35,4.34,1.17,0.9,1.6,0.626,278
2021-11-03T00:00:00.000Z,0.47,8.88,2.54,1.95,3.6,1.449,254
2021-11-04T00:00:00.000Z,0.87,9.25,3.2,2.08,4.47,1.659,270
2021-11-05T00:00:00.000Z,1.8,12.55,6.81,5.62,8.19,1.913,268
2021-11-06T00:00:00.000Z,2.7,10.9,5.55,4.45,7.45,1.815,274
2021-11-07T00:00:00.000Z,1.98,9.3,3.35,2.97,4.03,1.481,270
2021-11-08T00:00:00.000Z,1.58,3.9,2.4,2.1,2.72,0.426,238
2021-11-09T00:00:00.000Z,2.5,10.68,6.12,4.97,6.88,1.447,264
2021-11-10T00:00:00.000Z,1.92,17.64,4.8,3.22,7.7,3.747,263
2021-11-11T00:00:00.000Z,0.85,17.6,4.76,2.08,5.93,2.321,266
2021-11-12T00:00:00.000Z,1.7,35.65,8.65,4.63,13.82,4.995,251
2021-11-13T00:00:00.000Z,1.8,18.52,3.93,2.9,4.88,4.344,270
2021-11-14T00:00:00.000Z,3.9,14.95,10.75,7.72,12.25,2.689,275
2021-11-15T00:00:00.000Z,0.35,32.85,10.73,1.82,12.62,5.625,268
2021-11-16T00:00:00.000Z,1.98,12.2,5.09,3.83,6.65,2.177,262
2021-11-17T00:00:00.000Z,3.08,20.2,9.73,5.63,12.8,4.374,203
2021-11-18T00:00:00.000Z,1.25,27.37,4.2,2.52,12.82,6.775,239
2021-11-19T00:00:00.000Z,1.5,8.75,3.65,2.91,4.47,1.338,237
2021-11-20T00:00:00.000Z,1.92,10.45,3.78,3.25,5,1.756,251
2021-11-21T00:00:00.000Z,1.88,9.98,3.25,2.83,3.7,0.864,273
2021-11-22T00:00:00.000Z,0.98,13.77,3.74,2.27,4.68,2.6,268
2021-11-23T00:00:00.000Z,1.1,9.4,3,2.1,4.38,1.662,276
2021-11-24T00:00:00.000Z,1.12,7.9,3.88,2.94,4.63,1.19,277
2021-11-25T00:00:00.000Z,0.68,27.6,4.84,3.25,6.43,4.097,275
2021-11-26T00:00:00.000Z,4.18,14.73,8.57,7.07,10.13,2.085,275
2021-11-27T00:00:00.000Z,1.9,10.23,4.86,4,5.9,1.371,270
2021-11-28T00:00:00.000Z,3.4,15.25,9.35,8.26,10.79,2.088,261
2021-11-29T00:00:00.000Z,3.05,47.72,6.5,5.63,8.1,3.91,270
2021-11-30T00:00:00.000Z,3.7,14.27,7.42,6.45,8.38,1.668,270
2021-12-01T00:00:00.000Z,6.78,19.3,10.48,9.31,11.94,1.8,261
2021-12-02T00:00:00.000Z,1.5,15.1,7.64,4.22,10.57,3.535,266
2021-12-03T00:00:00.000Z,1.55,14.77,2.79,2.29,3.7,1.77,122
2021-12-04T00:00:00.000Z,4,12.85,7.75,6.05,9.77,2.209,255
2021-12-05T00:00:00.000Z,7.25,26.8,14.32,12.2,16.07,3.465,263
2021-12-06T00:00:00.000Z,9.25,21.7,13.81,12.15,16.67,2.771,274
2021-12-07T00:00:00.000Z,0.43,17.92,8.77,2.16,11.43,5.042,264
2021-12-08T00:00:00.000Z,1,5.97,3.12,2.35,3.75,0.929,258
2021-12-09T00:00:00.000Z,1.83,7,4.28,3.42,5.03,1.168,46
2021-12-16T00:00:00.000Z,4.3,9.27,6.6,5.92,7.47,1.047,105
2021-12-17T00:00:00.000Z,3.15,16.95,6.7,4.67,10.16,3.3,268
2021-12-18T00:00:00.000Z,1.3,20.27,7.03,4.97,9.07,3.156,267
2021-12-19T00:00:00.000Z,0.7,36.17,3.17,2.44,4.67,5.015,248
2021-12-20T00:00:00.000Z,1.27,8.93,3.9,3.15,4.84,1.39,251
2021-12-21T00:00:00.000Z,2.57,77.4,15,8.3,23.55,12.81,265
2021-12-22T00:00:00.000Z,4.3,19.48,11.27,7.83,14.25,3.537,263
2021-12-23T00:00:00.000Z,5,24.25,12.1,9.85,15.2,3.87,259
2021-12-24T00:00:00.000Z,5.18,24.27,11.33,7.45,16.13,4.875,278
2021-12-25T00:00:00.000Z,2.29,60.88,10.64,5.87,23.95,13.139,252
2021-12-26T00:00:00.000Z,1,59.9,8.64,5.88,11.4,10.89,256
2021-12-27T00:00:00.000Z,5,34.95,12.98,8.89,21.87,7.214,269
2021-12-28T00:00:00.000Z,6.78,23.35,11.76,10.07,13.3,2.883,270
2021-12-29T00:00:00.000Z,6.15,13.45,9,8.19,10.07,1.413,275
2021-12-30T00:00:00.000Z,1.38,16.5,7.77,5.44,10.13,3.237,276
2021-12-31T00:00:00.000Z,4.13,51.15,11.13,8.74,12.82,3.792,257
2022-01-01T00:00:00.000Z,4.32,33.25,10.6,8.9,14.18,5.603,263
2022-01-02T00:00:00.000Z,7.25,36.97,16.14,12.89,22.06,6.857,261
2022-01-03T00:00:00.000Z,8.73,22.98,14.39,12.47,16.92,3.011,268
2022-01-04T00:00:00.000Z,2.65,22.6,7.18,4.95,10.5,4.075,270
2022-01-05T00:00:00.000Z,3.38,10.15,6.15,5.15,7.35,1.449,274
2022-01-06T00:00:00.000Z,2.73,34.47,9.57,7.35,11.93,3.434,272
2022-01-07T00:00:00.000Z,7.68,32.54,15.67,13.56,18.86,4.424,268
2022-01-08T00:00:00.000Z,8.8,62.15,20.1,16.2,25.13,9.833,275
2022-01-09T00:00:00.000Z,2.47,23.25,7.69,4.75,11.8,5.198,274
2022-01-10T00:00:00.000Z,1.2,12.1,4.22,2.92,6.4,2.498,282
2022-01-11T00:00:00.000Z,3.53,13.2,7.45,6.07,8.63,1.819,269
2022-01-12T00:00:00.000Z,2.45,36.47,10.8,8.69,18.45,7.281,262
2022-01-13T00:00:00.000Z,5.03,52.95,17.98,12.77,22.13,7.432,263
2022-01-14T00:00:00.000Z,3.03,63.72,19.45,13.18,27.1,10.74,266
2022-01-15T00:00:00.000Z,4.57,37.5,10.4,7.93,14.5,6.757,273
2022-01-16T00:00:00.000Z,3.4,26.7,6.74,5.2,15.01,6.85,268
2022-01-17T00:00:00.000Z,1.3,11.63,3.21,2.6,4.59,2.189,278
2022-01-18T00:00:00.000Z,4,18.38,8.27,6.74,10.78,3.156,269
2022-01-19T00:00:00.000Z,4.59,19.32,11.1,9.1,13,2.733,261
2022-01-20T00:00:00.000Z,5.93,15.93,10.43,9.41,11.52,1.584,272
2022-01-21T00:00:00.000Z,4.05,132.19,18.47,13.28,31.29,18.445,257
2022-01-22T00:00:00.000Z,11.55,95.28,22.47,18.82,30.52,13.977,252
2022-01-23T00:00:00.000Z,1.9,38.2,11.32,8.9,18,6.121,259
2022-01-24T00:00:00.000Z,4.93,57.38,14.58,11.2,17.95,6.965,250
2022-01-25T00:00:00.000Z,6.22,22.05,13.13,11.35,15.52,2.984,270
2022-01-26T00:00:00.000Z,8.48,40.5,19.34,14.78,28.09,7.901,268
2022-01-27T00:00:00.000Z,10.68,61.4,25.33,20.66,31.04,8.112,265
2022-01-28T00:00:00.000Z,9.68,34.9,18.67,15.2,21.16,4.213,264
2022-01-29T00:00:00.000Z,10.19,35.29,20.95,18.23,24.56,4.506,268
2022-01-30T00:00:00.000Z,9.43,58.58,26.75,17.37,32.65,9.672,267
2022-01-31T00:00:00.000Z,8.4,36.35,24.6,20.32,28.17,5.374,231
2022-02-01T00:00:00.000Z,11.88,20.9,16.25,15,17.63,1.702,146
2022-02-02T00:00:00.000Z,13.07,36.42,18.71,16.69,21.25,3.331,260
2022-02-03T00:00:00.000Z,8.9,30.2,18.97,15.76,21.6,4.137,252
2022-02-04T00:00:00.000Z,6.07,19.07,11.75,9.8,13.6,2.414,259
2022-02-05T00:00:00.000Z,4.97,16.75,10.55,7.92,11.99,2.576,269
2022-02-06T00:00:00.000Z,4.8,18.27,8.68,7.05,10.27,2.22,267
2022-02-07T00:00:00.000Z,1.58,39.54,8.77,5.4,13.13,6.395,262
2022-02-08T00:00:00.000Z,0.43,57.2,5.9,3.76,13.52,11.989,273
2022-02-09T00:00:00.000Z,0.43,24.48,3.6,2.52,5.13,2.784,267
2022-02-10T00:00:00.000Z,0.73,12.82,4.13,2.97,5.88,2.248,263
2022-02-11T00:00:00.000Z,1.33,41.67,10.05,5.45,14.8,8.383,262
2022-02-12T00:00:00.000Z,2,29.4,8.49,6,11.55,4.559,262
2022-02-13T00:00:00.000Z,3.8,27.77,10.43,8.07,16.64,5.983,272
2022-02-14T00:00:00.000Z,5.7,27.35,13.38,9.6,19.77,5.515,271
2022-02-15T00:00:00.000Z,7.9,28.6,17.64,13.55,20.55,4.091,180
2022-02-17T00:00:00.000Z,2.63,25,13.1,10.48,16.25,4.281,250
2022-02-18T00:00:00.000Z,3.8,17.88,11.57,9.5,13.54,2.93,277
2022-02-19T00:00:00.000Z,7.28,22.05,13.88,11.38,16.12,3.192,277
2022-02-20T00:00:00.000Z,6.22,25.38,14.02,10.26,18.19,4.753,269
2022-02-21T00:00:00.000Z,4.3,26.83,11,8.32,14.26,4.286,273
2022-02-22T00:00:00.000Z,6.05,19.88,11.16,8.85,13.65,2.825,282
2022-02-23T00:00:00.000Z,9.43,26.75,15.05,12.89,18.13,3.66,277
2022-02-24T00:00:00.000Z,7.43,23.55,12.74,11.02,15.52,3.124,274
2022-02-25T00:00:00.000Z,3.3,21.58,11,9.15,12.73,3.296,271
2022-02-26T00:00:00.000Z,0.9,11.68,2.9,2.31,4.38,1.8,277
2022-02-27T00:00:00.000Z,2.88,15.38,6.53,4.65,8.82,2.858,275
2022-02-28T00:00:00.000Z,8,21.17,13.02,10.67,15.57,2.914,277
2022-03-01T00:00:00.000Z,3.58,22.95,11.75,8.75,14.14,4.511,277
2022-03-02T00:00:00.000Z,0.55,15.45,1.88,1.3,3.59,2.846,265
2022-03-03T00:00:00.000Z,1,10.85,3.35,2.5,4.57,2.12,272
2022-03-04T00:00:00.000Z,4.09,15.32,8.63,6.32,10.52,2.763,279
2022-03-05T00:00:00.000Z,11.1,25.5,15.6,13.57,17.52,2.841,279
2022-03-06T00:00:00.000Z,1.58,41.6,10.8,6.18,17.93,9.981,272
2022-03-07T00:00:00.000Z,1.5,9.44,3.15,2.58,4.13,1.356,279
2022-03-08T00:00:00.000Z,1.4,11.38,3.39,2.65,4.5,2.08,270
2022-03-09T00:00:00.000Z,1.12,11.85,3.28,2.27,4.09,1.561,261
2022-03-10T00:00:00.000Z,0.3,48.8,1.74,1.1,6.69,11.365,276
2022-03-11T00:00:00.000Z,0.38,24.7,3.54,1.62,8.28,5.236,268
2022-03-12T00:00:00.000Z,0.55,38.95,8.63,3.21,15.38,8.156,260
2022-03-13T00:00:00.000Z,0.4,52.83,2.5,1.42,10.92,12.128,269
2022-03-14T00:00:00.000Z,0.52,13.65,3.09,1.63,5.7,2.612,270
2022-03-15T00:00:00.000Z,1.02,27.48,5.95,3.15,9.73,5.069,267
2022-03-16T00:00:00.000Z,0.7,32,2.29,1.6,3.6,5.74,273
2022-03-17T00:00:00.000Z,0.5,13.27,1.9,1.48,2.33,1.273,274
2022-03-18T00:00:00.000Z,0.4,19.25,3.9,2.4,5.5,3.098,267
2022-03-19T00:00:00.000Z,1.1,9.25,2.02,1.75,2.75,1.175,276
2022-03-20T00:00:00.000Z,1.52,9.23,3.79,2.97,4.8,1.403,276
2022-03-21T00:00:00.000Z,5.32,17,9.13,7.75,11.72,2.685,264
2022-03-22T00:00:00.000Z,4.47,15.07,8.02,6.62,10.19,2.231,277
2022-03-23T00:00:00.000Z,5.09,19.63,11.75,8.05,14.12,3.368,273
2022-03-24T00:00:00.000Z,0.9,9.63,4.4,2.94,6.2,2.162,265
2022-03-25T00:00:00.000Z,0.9,19.38,3.33,2.15,4.44,4.345,273
2022-03-26T00:00:00.000Z,0.3,25.77,1.8,1.1,2.9,6.508,272
2022-03-27T00:00:00.000Z,0.8,25.23,4.09,2.29,9.35,5.074,273
2022-03-28T00:00:00.000Z,0.7,12.77,3.49,1.6,6.79,3.083,276
2022-03-29T00:00:00.000Z,8.69,25.6,15.54,13.42,17.3,2.859,276
2022-03-30T00:00:00.000Z,1.5,12.4,4.59,2.83,5.75,2.409,271
2022-03-31T00:00:00.000Z,1.6,12.85,3.1,2.42,4.34,2.396,279
2022-04-01T00:00:00.000Z,1.48,9.98,2.83,2.2,4.4,1.579,265
2022-04-02T00:00:00.000Z,0.95,33.6,4.59,2.7,7.18,7.961,250
2022-04-03T00:00:00.000Z,1.7,9.13,3.1,2.67,4.04,1.586,276
2022-04-04T00:00:00.000Z,7.53,48.55,14.48,12.4,25.7,11.473,278
2022-04-05T00:00:00.000Z,3.3,12.8,5.88,4.9,6.93,1.861,279
2022-04-06T00:00:00.000Z,1.4,7.2,2.88,2.29,3.45,0.977,273
2022-04-07T00:00:00.000Z,1,8.52,2.83,1.66,3.8,1.255,277
2022-04-08T00:00:00.000Z,1.05,19.42,4.09,3.3,5.52,3.115,281
2022-04-09T00:00:00.000Z,1.88,16.98,4.7,3.35,6.43,2.358,274
2022-04-10T00:00:00.000Z,1.23,10.95,3.95,2.83,5.04,1.502,277
2022-04-11T00:00:00.000Z,0.9,26.98,6.93,2.45,9.68,4.742,271
2022-04-12T00:00:00.000Z,0.82,49.53,7.45,2.12,18.23,10.452,277
2022-04-13T00:00:00.000Z,2.8,31.48,5.09,4.09,6.5,5.229,270
2022-04-14T00:00:00.000Z,1.85,20.25,5.95,3.03,9.63,4.08,270
2022-04-15T00:00:00.000Z,2.42,14.1,8.25,6.72,10,2.682,275
2022-04-16T00:00:00.000Z,3.08,15.32,6.63,5.47,7.68,1.993,278
2022-04-17T00:00:00.000Z,3.7,228,23.89,9.07,147.63,75.056,280
2022-04-18T00:00:00.000Z,0.55,12.32,3.5,1.98,5.07,2.119,271
2022-04-19T00:00:00.000Z,0.55,10.77,2.1,1.6,3.17,1.822,275
2022-04-20T00:00:00.000Z,2.15,100.65,35.53,20.87,58.2,28.086,273
2022-04-21T00:00:00.000Z,14.77,47.88,25.77,21.15,28.89,5.403,272
2022-04-22T00:00:00.000Z,0.6,34.17,2.14,1.55,2.88,6.891,278
2022-04-23T00:00:00.000Z,1.2,19.14,3.21,2.1,7.75,4.197,278
2022-04-24T00:00:00.000Z,1.75,13.25,5.55,4.18,8.75,2.579,283
2022-04-25T00:00:00.000Z,1.7,11.32,5.3,2.47,6.3,2.318,271
2022-04-26T00:00:00.000Z,3.08,10.7,5.2,4.55,7.3,1.786,271
2022-04-27T00:00:00.000Z,4.7,17.85,9.34,7.03,11.88,3.267,270
2022-04-28T00:00:00.000Z,4.28,25.83,10.25,6.31,13.7,4.24,273
2022-04-29T00:00:00.000Z,2.6,52.35,7.92,5.68,9.93,6.536,272
2022-04-30T00:00:00.000Z,0.4,29.27,4.8,2.78,7.73,4.952,281
2022-05-01T00:00:00.000Z,0.4,12.82,1.79,1.3,4.03,2.037,268
2022-05-02T00:00:00.000Z,2.2,35.08,6.82,5.9,7.78,4.021,231
2022-05-03T00:00:00.000Z,0.77,8.77,2.83,1.98,5.55,2.182,262
2022-05-04T00:00:00.000Z,0.9,15.9,3.8,2.54,7.1,3.487,282
2022-05-05T00:00:00.000Z,0.88,23.98,4.13,2,17.2,7.68,275
2022-05-06T00:00:00.000Z,3.3,45.83,10.03,8.15,12.5,6.945,278
2022-05-07T00:00:00.000Z,0.4,29.77,1.6,1.1,2.33,4.644,277
2022-05-08T00:00:00.000Z,0.6,28.67,3.05,1.52,9.94,6.305,275
2022-05-09T00:00:00.000Z,0.8,41.22,6.22,1.63,9.91,9.915,260
2022-05-10T00:00:00.000Z,1.42,18.13,4.45,3.04,7.55,3.727,256
2022-05-11T00:00:00.000Z,5.35,28.7,11.43,8.68,13.88,4.043,259
2022-05-12T00:00:00.000Z,7.2,27.17,10.77,8.93,20.27,5.885,255
2022-05-13T00:00:00.000Z,3.15,21.88,9.57,7.05,12.43,4.316,256
2022-05-14T00:00:00.000Z,6.22,24.48,12.43,9.27,15.85,4.262,266
2022-05-15T00:00:00.000Z,2.29,52.05,8.3,5.6,11.25,5.087,266
2022-05-16T00:00:00.000Z,1.52,10.43,5,2.89,6.45,2.367,261
2022-05-17T00:00:00.000Z,2.13,11.68,4.8,3.2,6.28,1.906,259
2022-05-18T00:00:00.000Z,0.9,14.2,3.95,2.25,8.02,3.549,251
2022-05-19T00:00:00.000Z,1.9,19.07,4.2,3.5,6.55,3.73,255
2022-05-20T00:00:00.000Z,0.9,4.75,2.5,2.02,3,0.725,254
2022-05-21T00:00:00.000Z,0.98,9.19,4.62,1.82,5.52,2.118,252
2022-05-22T00:00:00.000Z,1,15.23,4.51,3.28,7.2,3.345,248
2022-05-23T00:00:00.000Z,0.68,7.07,3.28,1.4,4.23,1.581,253
2022-05-24T00:00:00.000Z,0.9,13.18,3.42,1.75,6.69,3.335,261
2022-05-25T00:00:00.000Z,1.3,7.43,2.5,2.17,3.23,1.239,240
2022-05-26T00:00:00.000Z,0.98,4.5,2.15,1.5,2.58,0.719,253
2022-05-27T00:00:00.000Z,1.14,8.3,2.8,1.8,6.3,2.331,257
2022-05-28T00:00:00.000Z,2.2,17.7,6.17,3.42,8.19,3.45,258
2022-05-29T00:00:00.000Z,1.83,17.48,7.29,5.94,10.01,3.369,228
2022-05-30T00:00:00.000Z,0.7,6.28,2.4,1.25,4.59,1.693,243
2022-05-31T00:00:00.000Z,0.7,6.57,3.1,1.5,4.13,1.456,253
2022-06-01T00:00:00.000Z,0.4,14.2,3.12,1.1,6.32,3.409,254
2022-06-02T00:00:00.000Z,0.45,2.15,0.7,0.65,0.9,0.278,58
2022-06-03T00:00:00.000Z,0.1,8,1.27,0.4,5.32,2.585,149
2022-06-04T00:00:00.000Z,0.2,5,0.95,0.7,1.46,0.869,220
2022-06-05T00:00:00.000Z,0.1,7,1.4,0.9,2,0.995,228
2022-06-06T00:00:00.000Z,0.35,5,1.12,0.8,1.5,0.65,177
2022-06-07T00:00:00.000Z,0.6,23.13,1.9,1.2,4.3,3.524,256
2022-06-08T00:00:00.000Z,1.1,11.8,2.8,2.4,4.93,2.398,170
2022-06-25T00:00:00.000Z,3.72,17.64,5.6,4.87,8.91,3.238,241
2022-06-26T00:00:00.000Z,2.83,14.38,6.3,4.34,8.68,2.783,279
2022-06-27T00:00:00.000Z,1,13.25,5.5,3.14,7.78,2.708,276
2022-06-28T00:00:00.000Z,0.3,2.97,1,0.64,1.65,0.64,268
2022-06-29T00:00:00.000Z,1,7.32,2.4,2,3,0.756,280
2022-06-30T00:00:00.000Z,0.5,5.82,2,1.1,3.4,1.328,271
2022-07-01T00:00:00.000Z,0.88,20.95,2.63,1.7,3.63,2.285,271
2022-07-02T00:00:00.000Z,0.4,4.3,1.41,0.97,2.66,1.096,276
2022-07-03T00:00:00.000Z,1.8,8.25,3.28,2.7,4.59,1.443,259
2022-07-04T00:00:00.000Z,1.65,5.55,3.38,2.5,3.87,0.816,273
2022-07-05T00:00:00.000Z,2.8,10.88,5.3,4.03,6.53,1.603,275
2022-07-06T00:00:00.000Z,2,18.45,6.9,4.34,10.88,4.005,276
2022-07-07T00:00:00.000Z,3.95,14.98,8.15,6.53,10.89,2.727,185
2022-07-08T00:00:00.000Z,1.48,20.65,12.94,3.22,17.23,6.728,204
2022-07-09T00:00:00.000Z,1.2,25.02,6.7,2.83,16.2,7.278,284
2022-07-10T00:00:00.000Z,3.8,36.29,10.5,8.98,12.32,6.034,275
2022-07-11T00:00:00.000Z,0.4,6,2.09,1.3,3.46,1.32,268
2022-07-12T00:00:00.000Z,0.5,12.9,1.8,1.4,3.33,2.336,278
2022-07-13T00:00:00.000Z,0.2,3.97,1.2,0.51,1.8,0.813,253
2022-07-14T00:00:00.000Z,1.23,3.45,2.25,1.55,2.78,0.654,31
2022-07-18T00:00:00.000Z,1.8,5.3,3.1,2.73,3.45,0.64,136
2022-07-19T00:00:00.000Z,1.1,60.13,2.52,2.2,3.08,4.247,277
2022-07-20T00:00:00.000Z,1.8,11.2,5.43,3.47,7.85,2.487,279
2022-07-21T00:00:00.000Z,5.43,36.42,14.63,7.55,26.64,9.986,276
2022-07-22T00:00:00.000Z,2.02,30.52,8.59,6.18,11.57,4.147,278
2022-07-23T00:00:00.000Z,1.4,10.07,2.88,2.2,4,1.397,274
2022-07-24T00:00:00.000Z,0.8,6.07,3.42,2.6,4.07,1.083,276
2022-07-25T00:00:00.000Z,0.2,10.1,1.7,1,2.78,1.756,271
2022-07-26T00:00:00.000Z,1.2,15.1,4.55,2.2,10.02,3.794,273
2022-07-27T00:00:00.000Z,3.55,19.3,6.63,5.09,8.4,2.362,274
2022-07-28T00:00:00.000Z,2.63,18,3.55,3.1,5.32,1.931,153
2022-07-31T00:00:00.000Z,18.57,39.13,24.32,22.33,29.77,5.126,88
2022-08-01T00:00:00.000Z,1.23,26.58,10.82,7.07,13.95,5.365,235
2022-08-02T00:00:00.000Z,1.14,9.69,2.8,1.98,4.59,1.877,262
2022-08-03T00:00:00.000Z,0.73,19.63,2.19,1.42,5.34,5.116,260
2022-08-04T00:00:00.000Z,0.56,15,4.9,1.7,6.69,3.129,225
2022-08-05T00:00:00.000Z,0.9,14.9,4.71,1.8,10.06,4.238,264
2022-08-06T00:00:00.000Z,2.54,46.13,24.19,3.9,30.2,14.347,266
2022-08-07T00:00:00.000Z,22,73.93,34.64,30.29,41.1,7.093,216
2022-08-08T00:00:00.000Z,10.8,30.42,19.3,16.73,24.33,4.848,235
2022-08-09T00:00:00.000Z,4.84,26.25,11.55,7.99,16.85,5.254,264
2022-08-10T00:00:00.000Z,4.65,34.33,9.15,7.05,18.27,6.236,230
2022-08-11T00:00:00.000Z,1.17,38.22,11.9,3.05,14.7,8.882,231
2022-08-12T00:00:00.000Z,0.9,4.3,1.45,1.1,2,0.852,17
